name,type
Electric Cowboy,Hybrid
Deep Line Alchemy #2,Hybrid
Clusterfunk,Hybrid
Nepali Temple,Hybrid
Krypton,Hybrid
Kinky Temple,Hybrid
Ray Davies C99,Hybrid
Temple of Larry,Hybrid
Tiger Temple,Hybrid
Blueberry Temple,Hybrid
Galactic Marmalade,Hybrid
OG Pineapple,Hybrid
Larry OG Cheese x Pink Cadillac,Hybrid
Larry OG Cheese,Hybrid
Sour Urkle,Hybrid
Sun-Ra,Hybrid
Thick Wicket,Hybrid
Dream Temple,Hybrid
Cherry Temple,Hybrid
Tree of Life,Hybrid
Bingo Pajamas,Hybrid
Appalachian Hashplant,Hybrid
Wish Mountain v2,Hybrid
Synergy,Hybrid
Pine Queen,Hybrid
Shimla Haze,Hybrid
Shimla,Hybrid
Fantasy Island,Hybrid
Elfinstone,Hybrid
Cherry Mountain,Hybrid
Jitterbug Perfume,Hybrid
Kudra,Hybrid
Blowfish,Hybrid
G13 x Blue Dot,Hybrid
G13 x Oregon Funk,Hybrid
Oregon Funk,Hybrid
Startrain,Hybrid
Nepenthe,Hybrid
Gunk!,Hybrid
Triple Purple Kush,Hybrid
Double Purple Blockhead,Hybrid
Deep Blue,Hybrid
Sour Strawberry Moonshine,Hybrid
Double Purple Kush,Hybrid
Double Purple Chunk,Hybrid
Mango Wreck,Hybrid
C99 x Strawberry Diesel,Hybrid
Forest Gump,Hybrid
Sour Purple Kush,Hybrid
Purple Flubba,Hybrid
Flubba Kush,Hybrid
Double Purple Bubba Kush,Hybrid
Sour Purple Strawberries (Strawberry Dakini),Hybrid
Deep Funk,Hybrid
Moon Tang,Hybrid
Pink Lotus,Hybrid
Golden Road,Hybrid
Lemon Penetration,Hybrid
Soul Train,Hybrid
Star Flight,Hybrid
Space Cake,Hybrid
Holy Lotus,Hybrid
Purple Lotus (Bodhi),Hybrid
Snow Temple,Hybrid
Blackberry Lotus,Hybrid
Titanium Fire,Hybrid
(Jilly Bean x White Siberian) x Purple Dragon,Hybrid
Jilly Bean x White Siberian,Hybrid
White Siberian,Hybrid
Dragonhead,Hybrid
Forbidden Love,Hybrid
The Love x (Lemon Skunk x Jack Phoenix #2) x Sour Cream,Hybrid
Lemon Skunk x Jack Phoenix #2,Hybrid
The Love,Hybrid
Pineapple Sage,Hybrid
Cali Lavender,Hybrid
Om,Hybrid
Metronome,Hybrid
CBD Rich Blessing,Hybrid
Thunderhead,Hybrid
Omirita Tonic,Hybrid
Harley Tonic,Hybrid
Chocolate Tonic BX,Hybrid
Chocolate Tonic,Hybrid
Daddy River,Hybrid
Durban River,Hybrid
Cookie OG (Purple Caper Seeds),Hybrid
Cookie Caper,Hybrid
Fire Cookies F,Hybrid
#1K PC,Hybrid
Alien Kind,Hybrid
#1K,Hybrid
Blue Alien (Purple Caper Seeds),Hybrid
Alien Science,Hybrid
Alien Caper,Hybrid
Alien Fire F,Hybrid
Alien Grapes,Hybrid
Purple Alien,Hybrid
Blue Fire,Hybrid
Alien Fire A,Hybrid
Black Berry Fire,Hybrid
Grape Fire,Hybrid
Daddy Fire,Hybrid
Fire Cookies G,Hybrid
Caper Dawg,Hybrid
River,Hybrid
Hog PC,Hybrid
Plum Crazy Purps,Hybrid
True SFV,Hybrid
Citrus Berry,Hybrid
Extreme Orange,Hybrid
Chromatose,Hybrid
Citrique,Hybrid
The Guice,Hybrid
Chocolate Oranges,Hybrid
Tropikal,Hybrid
Heady Kushna,Hybrid
Purple Star x Purple Caper,Hybrid
Sour PC,Hybrid
LAPC,Hybrid
Chocolate Science,Hybrid
Rocket Science,Hybrid
Romulan PC,Hybrid
Purple PC,Hybrid
Alien Chocolate,Hybrid
Blue Chocolate,Hybrid
Chocolate Dead Head,Hybrid
Purple Chocolate Kush,Hybrid
OG Chocolate,Hybrid
Chocolate Fire,Hybrid
Blue Cheese x Cotton Candy Bubblegum,Hybrid
Cherry Chocolope x Cotton Candy Bubblegum,Hybrid
Cotton Candy Bubblegum,Hybrid
Grandaddy Purple Kush x Chocolope Cheese,Hybrid
Chocolate Grapes,Hybrid
Chocolate Dream Cheese,Hybrid
Purple Chocolate,Hybrid
Humboldt Snow,Hybrid
Pineapple Snow,Hybrid
Romulan Grapefruit x Snow White,Hybrid
Kushage x Snow White,Hybrid
Candy Purple x Snow White,Hybrid
Purple Snow White,Hybrid
Snurkulan,Hybrid
Drew,Hybrid
White Chocolate (Purple Caper Seeds),Hybrid
Chocolate Snow,Hybrid
Chocolope Cheese,Hybrid
Strawberry Jack,Hybrid
Cherry Candy OG,Hybrid
CBD Melons,Hybrid
Cherry Chernobyl,Hybrid
Purple Rose,Hybrid
Blouie (Louie Blue OG),Hybrid
Cookie Crisp,Hybrid
Don Juan,Hybrid
Lemon Sherbert,Hybrid
Jane Goodall,Hybrid
Locktite,Hybrid
King Mint,Hybrid
Shabba Haze,Hybrid
Lemon Skunk x OG,Hybrid
Olaf,Hybrid
Chemdawg #3,Hybrid
Supreme Dream,Hybrid
Pineapple Headwreck,Hybrid
Thin Mint OG,Hybrid
Chem Kush,Hybrid
Sunkist,Hybrid
Diamond Champagne,Hybrid
U2 Cookies,Hybrid
Fondue,Hybrid
Magnum Platinum Haze,Hybrid
Strawberry Skunk,Hybrid
Merkabah,Hybrid
Simpson Kush (Rick Simpson),Hybrid
Aiea,Hybrid
Brainstorm Haze G13,Hybrid
Big Kush,Hybrid
Alien Outcast,Hybrid
Alien Bubba Crack,Hybrid
Alieno Formaggio,Hybrid
Alien Kush (Alien Genetics),Hybrid
Lemon AK,Hybrid
Purple Sierra,Hybrid
Cactus Cooler,Hybrid
Hypnotiq Haze,Hybrid
Apple Fritter,Hybrid
Reckless Rainbow,Hybrid
Marshmallow Kush,Hybrid
Elmo,Hybrid
Sugar Cookie,Hybrid
Crystal Gayle,Hybrid
White Buffalo (King Klone),Hybrid
Inner Chi,Hybrid
Super Lemon Haze x Agent Orange,Hybrid
White Knuckles (Exotic Genetix),Hybrid
Toxic Green,Hybrid
Platinum White,Hybrid
Crystal Blue,Hybrid
Captain Cook,Hybrid
Alien Porn,Hybrid
White Yeti (Abominable Snowman),Hybrid
Light Saber,Hybrid
Gas Chamber,Hybrid
Christmas Cookies,Hybrid
Platinum Ribbon,Hybrid
Blue Angels,Hybrid
Essence,Hybrid
The Flight,Hybrid
Moscato,Hybrid
Flight 813,Hybrid
Kabrales,Hybrid
Orka,Hybrid
Chocolopez,Hybrid
Guanabana,Hybrid
Grizzly Purple Kush,Hybrid
Mamba Negra,Hybrid
Dama Blanca,Hybrid
Tijuana,Hybrid
Cum Laude,Hybrid
Gordo Master Kush,Hybrid
IndaCouch,Hybrid
Simple Jack,Hybrid
Courtney Love,Hybrid
Dream Scout,Hybrid
Haggalicious ,Hybrid
Cherry Donuts,Hybrid
TMK (Terence McKenna),Hybrid
Schwartz,Hybrid
Space Ape,Hybrid
Interstellar,Hybrid
5K OG (cut),Hybrid
Pepe Le Dank,Hybrid
Pepe,Hybrid
Underdawg OG x Sour Diesel,Hybrid
Black Swan,Hybrid
Big Devil XL,Hybrid
Big Devil #2,Hybrid
Big Devil,Hybrid
Sweet Trainwreck,Hybrid
Mango Jack,Hybrid
Black Ice Grand Daddy Purple,Hybrid
Rosemary,Hybrid
Crazy Cheese,Hybrid
Jungle Kush V1,Hybrid
Jungle Cheese V2,Hybrid
Pursang Haze (Sonic Seeds),Hybrid
Northern Lights Thai,Hybrid
Suicide Cheese (cut),Hybrid
Sub-Sonic,Hybrid
Choco Cheese,Hybrid
Chocolope-Skunkberry,Hybrid
Grapevine,Hybrid
Master Fire,Hybrid
Blue Phantom,Hybrid
Mothertongue,Hybrid
Electric Watermelon OG,Hybrid
Green Cloud,Hybrid
Cali Widow,Hybrid
Purple x Royal Kush,Hybrid
Green Thai Dragon,Hybrid
Broken Arrow,Hybrid
Super Fruit,Hybrid
GVK,Hybrid
Lucky Number Seven (Sleven),Hybrid
Snake Venom,Hybrid
Sweet OG,Hybrid
CBD Jack,Hybrid
Airwalker OG,Hybrid
Viper City OG x Jilly Bean,Hybrid
Rump Jack,Hybrid
Berry Wreck,Hybrid
Chem & Crack,Hybrid
Alien Abduction,Hybrid
Arnie Palmer,Hybrid
Grape Ape x Afwreck,Hybrid
Lemon Maui,Hybrid
Diesel Train,Hybrid
Mortal Kombat,Hybrid
Green Warrior,Hybrid
Blueberry Louis,Hybrid
Chem Poison,Hybrid
Chulumbian Cookies,Hybrid
Island Girl,Hybrid
Silver Haze x Sensi Pearl,Hybrid
Ella Tonic,Hybrid
Elephant Bud,Hybrid
Orange Peel,Hybrid
The Chronic,Hybrid
Bullshark,Hybrid
Goji Bean,Hybrid
KingBand,Hybrid
Nu Kush,Hybrid
Coolade,Hybrid
Grape Scout Cookies,Hybrid
Alien Champagne,Hybrid
Double Dip Blue Dream,Hybrid
Smokework Orange,Hybrid
NYCD Domina,Hybrid
Lukrezia Borgia,Hybrid
Leela Bazooka,Hybrid
Chunk 44,Hybrid
Bubble Bobble,Hybrid
Austrian Queen,Hybrid
White Domina,Hybrid
London Fog,Hybrid
Cherry Special Reserve,Hybrid
Snow Jack,Hybrid
Spaceballs,Hybrid
Scrumpy,Hybrid
Druid,Hybrid
Thunderdome,Hybrid
Stargate,Hybrid
Master Blaster,Hybrid
Green Apple,Hybrid
Jazz,Hybrid
Blue AutoMazar,Hybrid
AutoMazar,Hybrid
Canadian Ruderalis,Hybrid
AutoBlueberry (Dutch Passion),Hybrid
Hawaiian Mango,Hybrid
Golden State,Hybrid
Zulu Girl,Hybrid
Black Cherry Pie (Libra Seeds),Hybrid
Pink Cookies,Hybrid
Sour Kenobi,Hybrid
Blueberry Cobbler,Hybrid
Sherbert Glue,Hybrid
True Religion,Hybrid
Galaga OG,Hybrid
Guava Gelato,Hybrid
Mochi,Hybrid
Blue Chem OG,Hybrid
Durban Wreck,Hybrid
Auto Skunk (Lowlife),Hybrid
Auto Cheese (Lowlife),Hybrid
Cherry Drop,Hybrid
Lemonade (Lowlife),Hybrid
Auto Granddaddy Purpz,Hybrid
Auto Diesel (Lowlife),Hybrid
Auto AK-47 x Diesel,Hybrid
Automatic White Russian,Hybrid
Automatic White Widow (Lowlife),Hybrid
Automatic AK-47 (Lowlife),Hybrid
Dynamite Larry OG,Hybrid
White Cheese,Hybrid
UFO Moon Rocks,Hybrid
Azure Haze,Hybrid
Quimby,Hybrid
Platinum Banana Cookies,Hybrid
Northern OG,Hybrid
Skunk Diesel,Hybrid
Ewe 2,Hybrid
Night Wreck,Hybrid
Strawberry Split,Hybrid
Master Trainwreck,Hybrid
Strawberry Diesel (Holy Smoke),Hybrid
Purple Grape Kool Aid,Hybrid
Jazz Berry Jam,Hybrid
Glue OG,Hybrid
SFV OG / Banana,Hybrid
Melon Haze,Hybrid
Dutch Wreck,Hybrid
Neo,Hybrid
Chocolate MInt OG,Hybrid
Goki Headband,Hybrid
Nebula II CBD,Hybrid
Blue Nebula,Hybrid
Tangielime,Hybrid
Hard Fuel Og,Hybrid
Cascadia,Hybrid
Hash Plant x Afgoo,Hybrid
Sierra CBD,Hybrid
White Phantom,Hybrid
Polynesian Thin Mints,Hybrid
Phantom of the Cookies,Hybrid
Mendo Cookies,Hybrid
Key Lime Custard,Hybrid
Gluttony,Hybrid
Girls Gone Wild,Hybrid
VCDC x ZOD,Hybrid
Peach Tea,Hybrid
Merlot OG (Moxie),Hybrid
Viper City Og XIII,Hybrid
Glue Diamond Phillips,Hybrid
Diamond Candy,Hybrid
ZOD OG,Hybrid
Goji x Golden Cobra,Hybrid
Golden Cobra,Hybrid
Purple Tahoe OG,Hybrid
Auto Purple Amnesia,Hybrid
Guerilla Gold,Hybrid
Afghan x Mighty Mite,Hybrid
Early Gold,Hybrid
Manitoba Madness,Hybrid
Bubba Yum,Hybrid
Deep Sleep (P.O. 4),Hybrid
Sour Jefe,Hybrid
Blue Lemon Thai,Hybrid
Pink Cloud,Hybrid
Blue Chiesel,Hybrid
Sour Chiesel,Hybrid
Bubba Skywalker,Hybrid
Blackberry Skywalker,Hybrid
Wrecked Cookies,Hybrid
Silver Velvet,Hybrid
Royal AK,Hybrid
Wonka OG,Hybrid
Galactic Glue,Hybrid
Caramel,Hybrid
Wonka Chem F2,Hybrid
Lavender Chunk,Hybrid
Sacred Dream,Hybrid
Dynamite Sour Diesel,Hybrid
Black Diamond Purple Urkle,Hybrid
Black Diamond Ghost GDP,Hybrid
Black Ice Gelato #41,Hybrid
Zilla OG,Hybrid
Black Budha,Hybrid
Blue Glue,Hybrid
Emerald Dream ,Hybrid
Cookies N Dream,Hybrid
Amnesia Trance,Hybrid
Jerp OG,Hybrid
Swamp Punch,Hybrid
Lemon Dawg,Hybrid
Tutankhamon (King Tut),Hybrid
OG Kush Express,Hybrid
KushZilla,Hybrid
Blackberry OG,Hybrid
Sour LA Confidential,Hybrid
Pineapple Sutra,Hybrid
Pineapple Express x Blue Cheese,Hybrid
Purple Snowman,Hybrid
White Grape Dawg,Hybrid
Black Gorilla Grape,Hybrid
Black Russian x Double Purple Doja,Hybrid
Grape Lemonaid Dawg,Hybrid
Fire Bubba,Hybrid
Dutch Queen,Hybrid
Cherry Alien Dawg,Hybrid
Chem n Tonic,Hybrid
CBD Shark Shock,Hybrid
Bubba Cheese Auto,Hybrid
Blackberry Goo,Hybrid
Snoop,Hybrid
Leia OG,Hybrid
Sour Skunk,Hybrid
Sour Thai CBD,Hybrid
King Cookie,Hybrid
Lemon Mazar,Hybrid
Orange Pineapple,Hybrid
Loud Hawaiian Punch,Hybrid
Sour Chem Scout,Hybrid
Charity OG,Hybrid
OB Ripper,Hybrid
Ocean Beach OG,Hybrid
Purfect,Hybrid
Mammoth,Hybrid
Siberian Ruderalis,Hybrid
Jamaican Me Crazy,Hybrid
White Forest,Hybrid
Forest Fire,Hybrid
Cherry AK x Purple Punch,Hybrid
Lemon Skunk x Harlequin,Hybrid
OG Chem,Hybrid
Chemdawg D / OG Kush,Hybrid
Silversurfer Haze,Hybrid
Widow Diesel,Hybrid
Purple Sativa x Tahoe OG Kush,Hybrid
Truth Serum,Hybrid
Hey Dave,Hybrid
Silver Skunk,Hybrid
Blue Rhino (Dane Strains),Hybrid
Trainwreck x OG Kush,Hybrid
Purple Pineapple,Hybrid
Fruit Loop Haze,Hybrid
Super Lemon Jack,Hybrid
Orange Drop Cookies,Hybrid
Sour Fire,Hybrid
Death Purple,Hybrid
PKR,Hybrid
Orange Nectar,Hybrid
Radioactive Kush,Hybrid
Calypso,Hybrid
Crystal Goddess,Hybrid
AK-47 x Grapefruit,Hybrid
Grand Daddy Punch,Hybrid
Orange Cookies,Hybrid
California Orange x OG Kush (COOG),Hybrid
Orange Juice,Hybrid
Platinum Diesel,Hybrid
Plane Wreck,Hybrid
The Wow,Hybrid
Cypress OG,Hybrid
Moondog,Hybrid
Hardglue,Hybrid
Parcore OG,Hybrid
Skywalker Haze,Hybrid
Cherry Chocolope,Hybrid
Purple Wifi,Hybrid
Crystal M.E.T.H.,Hybrid
Critical Bilbo,Hybrid
Melon Gum,Hybrid
Delhi Cheese,Hybrid
Critical Impact,Hybrid
Lemon Cleaner OG,Hybrid
Bro-G,Hybrid
Face On Fire,Hybrid
Colombian Malawi,Hybrid
Romulawi,Hybrid
Pinky Dinky,Hybrid
Critical Skunk,Hybrid
La Blanca Gold,Hybrid
Blueberry Bliss (AutoFem),Hybrid
Blue Power (Vision Seeds),Hybrid
Area 51,Hybrid
ACDC x Boost,Hybrid
Blackberry Panty Dropper,Hybrid
Blueberry Muffin (Humboldt),Hybrid
Oregon Grape,Hybrid
Purple Mountain Majesty,Hybrid
Strawberry Creme (Riot Seeds),Hybrid
Strawberry Creme,Hybrid
Auto Pink Grapefruit,Hybrid
SF OG Kush,Hybrid
Burning Desire,Hybrid
Burgundy,Hybrid
Raspberry Bubba,Hybrid
ECSD x HP13,Hybrid
Bright Puff,Hybrid
Bright Floral Lift,Hybrid
Breakout,Hybrid
Blue in Green,Hybrid
Blue Flame,Hybrid
Blanco Berry Kush,Hybrid
Bianca Fire,Hybrid
Banana Puff,Hybrid
Aspirare,Hybrid
Miss Colombia,Hybrid
Cindy La Pew,Hybrid
Blue Persuasion,Hybrid
Tembo Kush,Hybrid
Space Queen F3,Hybrid
PM Dawn,Hybrid
Purple Monkey Balls (SnowHigh),Hybrid
Ms. Moon Dancer,Hybrid
Shiskeberry x Olâ€™ Timers Mango Haze,Hybrid
Oltimers Mango Haze,Hybrid
Oldtimers Haze,Hybrid
Lady Lavenberry,Hybrid
Pink Lady,Hybrid
Cosmic Bubba Kush,Hybrid
Lavender Am. Core,Hybrid
Core Cut (Amnesia),Hybrid
Spider Bike V2 x Monster Cookies,Hybrid
Tres Sister x Monster Cookies,Hybrid
Tres Sister,Hybrid
Spiderbite,Hybrid
Lemon G x Monster Cookies,Hybrid
Gorilla Glue #4 x Monster Cookies,Hybrid
Bubba x Monster Cookies,Hybrid
Death Dawg x Monster Cookies,Hybrid
Alien Stardawg x Monster Cookies,Hybrid
Spaced Alien Queen,Hybrid
Chrome Diesel,Hybrid
Iron Dawg Diesel,Hybrid
Death Dawg,Hybrid
Pinesoul OG x Monster Cookies,Hybrid
Pinesoul OG,Hybrid
Kosher Alien x Monster Cookies,Hybrid
Sra. Amparo,Hybrid
Roots,Hybrid
Revolution,Hybrid
Dub,Hybrid
Session,Hybrid
Guayaka,Hybrid
Blackdance,Hybrid
Dancehall,Hybrid
Kalijah,Hybrid
Spiritual Punk,Hybrid
Jekyll Passion,Hybrid
El Alquimista,Hybrid
Spicy White Devil,Hybrid
Kiss Dragon,Hybrid
Thunder Bloody Mary,Hybrid
Crazy Miss Hyde,Hybrid
ACDC/Cannatonic,Hybrid
Purple Frost,Hybrid
Purple Sky,Hybrid
Cookie Jack,Hybrid
Cherry Pie x Harlequin,Hybrid
Golden OG,Hybrid
Banana Chem OG Kush,Hybrid
Platinum Banana OG Kush,Hybrid
Tyler Perry,Hybrid
T.S.T. Cookies,Hybrid
DaVinci OG,Hybrid
Black Fire OG Kush,Hybrid
Pootie Tang,Hybrid
Thunderfunked,Hybrid
Afghani #1 x NL #5 x Pakistani,Hybrid
Boo Boo Berry,Hybrid
Planet Punch,Hybrid
Hawaiian Querkle,Hybrid
Buddhas Third Eye,Hybrid
Alien Poison,Hybrid
General Ho,Hybrid
Bro Diesel,Hybrid
Biofuel,Hybrid
NL #5 x Pakistani,Hybrid
Strawberry Cough x Puna Budda,Hybrid
Puna Budda Cookies,Hybrid
Cannatonic x Puna Budda,Hybrid
Holy Headband,Hybrid
Holy Crush,Hybrid
Cookie Tonic,Hybrid
Black Romulan,Hybrid
Magic Mamma,Hybrid
White Cashmere,Hybrid
Musk CBD,Hybrid
Lemon Fuel OG,Hybrid
Kush Co OG,Hybrid
Casino,Hybrid
Venom,Hybrid
Snakebite,Hybrid
Lollypop,Hybrid
Pineapple Crush,Hybrid
All Spark OG,Hybrid
Grizzly Kush,Hybrid
The True OG x Abba Zabba,Hybrid
Honey Bananas,Hybrid
Chaos Kush,Hybrid
Abba Zabba,Hybrid
Blue Bomber,Hybrid
Strawberry Banana x Blackberry,Hybrid
Trueberry,Hybrid
Blue Sherbert,Hybrid
Blue Ice,Hybrid
Gelato #25,Hybrid
OG Skunk,Hybrid
Skunk Train,Hybrid
Space Mountain,Hybrid
Sorcerers Apprentice,Hybrid
White Sky,Hybrid
Prayer Tower,Hybrid
NL5 x Talk of Kabul,Hybrid
Mountain Temple,Hybrid
Mothers Milk,Hybrid
Love Dawg,Hybrid
Lemon Zinger,Hybrid
Isaac Haze,Hybrid
Heaven Mountain,Hybrid
Harlequin BX,Hybrid
Good Medicine,Hybrid
Gold Star,Hybrid
Elf Snack,Hybrid
Gorilla Arm (Apollo 13 pheno),Hybrid
Super Silver Yo Mama,Hybrid
Lucky 13,Hybrid
Zuvuya,Hybrid
Apollo 11 Genuis Pheno,Hybrid
Drunken Monkey,Hybrid
Drunken Master,Hybrid
Drunken Unicorn,Hybrid
Purple Moonshine,Hybrid
Purple Mayhem,Hybrid
Dark Cross,Hybrid
Lava x Zinn,Hybrid
Lava,Hybrid
African Purple,Hybrid
Big City Lights,Hybrid
Dark Desire,Hybrid
Da-Zinn-Che,Hybrid
Zinn,Hybrid
Gooey x Very Berry Surprise,Hybrid
Very Berry Surprise (VBS),Hybrid
Gooey x Sputnik 1.0,Hybrid
Rock Bud x Gooey,Hybrid
Northern Cali Gooey (Gooey),Hybrid
Jade Dragon,Hybrid
Double Purple Afgooey,Hybrid
Dirty Hippy,Hybrid
Deep Chunk x Malawi Gold,Hybrid
Chem 91 x Talk of Kabul,Hybrid
Talk of Kabul,Hybrid
Bubba Kush x Pakistani Sativa,Hybrid
Blueberry Hill,Hybrid
Blue Tara,Hybrid
Medicine Buddha,Hybrid
Appalachian Thunderfuck,Hybrid
Mango Tango,Hybrid
Tangie x Peaches,Hybrid
The 415,Hybrid
Greenberry,Hybrid
Pink Goo,Hybrid
King of the Beasts,Hybrid
Joseph OG x Grape Ape,Hybrid
Lemon Yum Yum,Hybrid
Lionâ€™s Qubit,Hybrid
Tabernacle,Hybrid
Tangie Blaster,Hybrid
Purple Cowboy,Hybrid
Blissful Wizard,Hybrid
Captains Cookies,Hybrid
RIPS Cookies,Hybrid
Widow Wreck,Hybrid
Mendo Thai,Hybrid
Mendo Supremo,Hybrid
Grande Supremo,Hybrid
Mendo Queen,Hybrid
Bio-Chem,Hybrid
Bio-Star,Hybrid
Bio-Diesel Bx1,Hybrid
DankStar,Hybrid
Dank #5,Hybrid
Dank Sinatra,Hybrid
Grape Krush x Skunk #1,Hybrid
Meltdown,Hybrid
NightStar,Hybrid
Pipe Dream,Hybrid
RTD,Hybrid
P-Phunk #5 (Tierra Rojo),Hybrid
Pre-98 Bubba Kush x C99,Hybrid
Shooting Star,Hybrid
Ski Patrol,Hybrid
Ski Train,Hybrid
Aracta Trainwreck x SSH,Hybrid
Snowpack,Hybrid
Verdad,Hybrid
Abusive OG x Bogglegum,Hybrid
Wild West,Hybrid
Ambulance,Hybrid
Z7 (Remedy),Hybrid
Apex Kush,Hybrid
Bear Dance,Hybrid
Sasquatch,Hybrid
Suge Pure Kush x Uzbekistani Hashplant,Hybrid
Flurry,Hybrid
Columbine,Hybrid
Struth,Hybrid
Tylight,Hybrid
Gupta Kush,Hybrid
Vin Diesel,Hybrid
Sour Headband,Hybrid
OG Diesel,Hybrid
Surf Ninja,Hybrid
Passion Fruit Pancakes,Hybrid
Strawberry Pez,Hybrid
Orange Lemonade,Hybrid
Northern Lights x Blackberry Kush,Hybrid
Pineapple Goo,Hybrid
High Rise OG,Hybrid
Purple LA,Hybrid
Stacked Kush,Hybrid
Nicole,Hybrid
Honey BooBoo,Hybrid
Grape LA,Hybrid
Golden Lemons,Hybrid
Double Alien 18,Hybrid
Florida Gold,Hybrid
Florida OG,Hybrid
Golden Berry,Hybrid
Sour Kosher,Hybrid
Sour Krypt,Hybrid
Super Lemon OG,Hybrid
JuJu Royal,Hybrid
Jew Gold,Hybrid
C-13 Haze,Hybrid
El Fuego,Hybrid
White Alien,Hybrid
New York Power Diesel,Hybrid
White Lady OG,Hybrid
Monster Mint,Hybrid
Key Lime Cookies,Hybrid
Hindu Kush x Bubba Kush,Hybrid
Grape Goo,Hybrid
Grandoggy Purps,Hybrid
Wonder Cookies,Hybrid
Head Cracker,Hybrid
Nice Dreams,Hybrid
Cream Cheese,Hybrid
Motorbreath,Hybrid
Yogi,Hybrid
Griz Kush,Hybrid
Transformer,Hybrid
PowerNap,Hybrid
Sour Limon,Hybrid
Shakti,Hybrid
OGKB (OG Kush Breath),Hybrid
Sour Apple Haze,Hybrid
ECSD x Girl Scout Cookies,Hybrid
Cherry Larry,Hybrid
Tranquil Elephantizer,Hybrid
Strawberry Forum Cookies,Hybrid
Sharks Tooth,Hybrid
Strawberry GSC,Hybrid
BOG Strawberry Kush ,Hybrid
Blue Forum Cookies,Hybrid
Cheshire Kush,Hybrid
Chocolate Sauce,Hybrid
Purple Sauce,Hybrid
Temple Flo,Hybrid
Balto,Hybrid
Tranquil Elephantizer Remix,Hybrid
Deadly G,Hybrid
88 G-13 Hashplant,Hybrid
Superstitious,Hybrid
Stevie Wonder,Hybrid
Super Snow Lotus,Hybrid
Strange Brew,Hybrid
Star Child,Hybrid
Interstellar Overdrive,Hybrid
Uzbekistani Hashplant,Hybrid
Satsuma,Hybrid
AE77 Cali-O,Hybrid
Road Kill Unicorn,Hybrid
Purple Unicorn,Hybrid
Sky Lotus v2,Hybrid
Love Triangle,Hybrid
Lotus Larry ,Hybrid
Suge Pure Kush,Hybrid
Kindness,Hybrid
Head Trip,Hybrid
Dream Lotus,Hybrid
Cheech Wizard,Hybrid
Green Curry OG,Hybrid
Blockhead BX1,Hybrid
Tina Danza,Hybrid
Helen Back,Hybrid
Cortez The Killer,Hybrid
Gilz Nilz,Hybrid
Cherry Blossom Kush,Hybrid
Old Florida Orange Skunk,Hybrid
Orange Blossom Trail,Hybrid
Afghani x Brazillian,Hybrid
Purple Bubblegum,Hybrid
True Blueberry x CBD OG,Hybrid
Frenchcheese,Hybrid
Tangie Dreamwalker,Hybrid
Thai-Ngerine Power,Hybrid
Chernobyl Thai,Hybrid
Grenade Launcher,Hybrid
Alien Grenades,Hybrid
Coconut Milk,Hybrid
Goji Haze,Hybrid
Goji Purple Fire Thai,Hybrid
Lemon Kryptonite,Hybrid
Lobster Butter,Hybrid
Gelato #3,Hybrid
Gelato #33,Hybrid
Juicy J-1,Hybrid
White Witch,Hybrid
Pineapple Euphoria,Hybrid
Razzleberry Dream,Hybrid
Jack Sparrow,Hybrid
White Lion OG,Hybrid
C3PO,Hybrid
Bedrock,Hybrid
Sour Zkittlez,Hybrid
Desert Dragon Kush,Hybrid
Delirium,Hybrid
Wild Thailand Ryder,Hybrid
Tangerine Amnesia OG,Hybrid
Sour Blueberry,Hybrid
Purple HALO,Hybrid
Halo OG,Hybrid
Grand Fire OG,Hybrid
Swiss Diesel,Hybrid
Tahoe Cure,Hybrid
Tahoe Fire OG,Hybrid
Burmese x Cherry Pie,Hybrid
Yo Mama,Hybrid
Sour Bomb,Hybrid
Sour Banana Sherbet,Hybrid
Double Tangie Banana,Hybrid
Banana Split,Hybrid
Banana Sherbet,Hybrid
Banana Tangie,Hybrid
Dynamite Cookies,Hybrid
Black Diamond Cherry Diesel,Hybrid
Jackie Chan,Hybrid
Thors Hammer,Hybrid
Acapulco Gold x C99,Hybrid
Berserker,Hybrid
Blue Cheese x Cherry AK,Hybrid
Earth Mints,Hybrid
Tiger Blood OG,Hybrid
Blue Suede Shoes,Hybrid
Kung Fu Master,Hybrid
Corralitos Kush ,Hybrid
Chem Wolf,Hybrid
Afgooiest,Hybrid
Bocelli,Hybrid
Glaucoma OG,Hybrid
Cataract 2.0,Hybrid
Flogger,Hybrid
The F Word,Hybrid
Phoenix OG,Hybrid
Predator OG,Hybrid
ET OG,Hybrid
Sweet Island Cookies,Hybrid
Space Walker,Hybrid
NASA OG,Hybrid
Silver Lotus,Hybrid
Chocolope Haze,Hybrid
ChocoLoco,Hybrid
Lemon Dream,Hybrid
Kushberry x Trainwreck,Hybrid
ICED Grapefruit,Hybrid
Green Urkle,Hybrid
Green Goat,Hybrid
Bubbas Dream,Hybrid
Sweet Royal,Hybrid
Super Cheese Haze,Hybrid
Cheese x Haze,Hybrid
White OG / Blue Dream,Hybrid
Starbright,Hybrid
Lemon Guava,Hybrid
Manna,Hybrid
Valkyrie,Hybrid
Jack Phoenix #2,Hybrid
Loco Motive,Hybrid
Elderberry Kush,Hybrid
Sky Dragon,Hybrid
Valhalla,Hybrid
Sour Dead,Hybrid
Cherry Garcia Band,Hybrid
Buddha Cann,Hybrid
